-400.0,-350.0,250.0,-179.704,0.64,-45.306
-400.0,-350.0,250.0,-162.413,-6.014,-44.484
-400.0,-350.0,250.0,160.389,13.054,-44.22
-400.0,-350.0,350.0,-179.704,0.64,-45.306
-400.0,-350.0,350.0,-162.413,-6.014,-44.484
-400.0,-350.0,350.0,160.389,13.054,-44.22
-400.0,-350.0,450.0,-179.704,0.64,-45.306
-400.0,-350.0,450.0,-162.413,-6.014,-44.484
-400.0,-350.0,450.0,160.389,13.054,-44.22
-400.0,-450.0,450.0,-179.704,0.64,-45.306
-400.0,-450.0,450.0,-162.413,-6.014,-44.484
-400.0,-450.0,450.0,160.389,13.054,-44.22
-400.0,-450.0,350.0,-179.704,0.64,-45.306
-400.0,-450.0,350.0,-162.413,-6.014,-44.484
-400.0,-450.0,350.0,160.389,13.054,-44.22
-400.0,-450.0,250.0,-179.704,0.64,-45.306
-400.0,-450.0,250.0,-162.413,-6.014,-44.484
-400.0,-450.0,250.0,160.389,13.054,-44.22
-400.0,-550.0,250.0,-179.704,0.64,-45.306
-400.0,-550.0,250.0,-162.413,-6.014,-44.484
-400.0,-550.0,250.0,160.389,13.054,-44.22
-400.0,-550.0,350.0,-179.704,0.64,-45.306
-400.0,-550.0,350.0,-162.413,-6.014,-44.484
-400.0,-550.0,350.0,160.389,13.054,-44.22
-400.0,-550.0,450.0,-179.704,0.64,-45.306
-400.0,-550.0,450.0,-162.413,-6.014,-44.484
-400.0,-550.0,450.0,160.389,13.054,-44.22
-300.0,-550.0,450.0,-179.704,0.64,-45.306
-300.0,-550.0,450.0,-162.413,-6.014,-44.484
-300.0,-550.0,450.0,160.389,13.054,-44.22
-300.0,-550.0,350.0,-179.704,0.64,-45.306
-300.0,-550.0,350.0,-162.413,-6.014,-44.484
-300.0,-550.0,350.0,160.389,13.054,-44.22
-300.0,-550.0,250.0,-179.704,0.64,-45.306
-300.0,-550.0,250.0,-162.413,-6.014,-44.484
-300.0,-550.0,250.0,160.389,13.054,-44.22
-300.0,-450.0,250.0,-179.704,0.64,-45.306
-300.0,-450.0,250.0,-162.413,-6.014,-44.484
-300.0,-450.0,250.0,160.389,13.054,-44.22
-300.0,-450.0,350.0,-179.704,0.64,-45.306
-300.0,-450.0,350.0,-162.413,-6.014,-44.484
-300.0,-450.0,350.0,160.389,13.054,-44.22
-300.0,-450.0,450.0,-179.704,0.64,-45.306
-300.0,-450.0,450.0,-162.413,-6.014,-44.484
-300.0,-450.0,450.0,160.389,13.054,-44.22
-300.0,-350.0,450.0,-179.704,0.64,-45.306
-300.0,-350.0,450.0,-162.413,-6.014,-44.484
-300.0,-350.0,450.0,160.389,13.054,-44.22
-300.0,-350.0,350.0,-179.704,0.64,-45.306
-300.0,-350.0,350.0,-162.413,-6.014,-44.484
-300.0,-350.0,350.0,160.389,13.054,-44.22
-300.0,-350.0,250.0,-179.704,0.64,-45.306
-300.0,-350.0,250.0,-162.413,-6.014,-44.484
-300.0,-350.0,250.0,160.389,13.054,-44.22
-200.0,-350.0,250.0,-179.704,0.64,-45.306
-200.0,-350.0,250.0,-162.413,-6.014,-44.484
-200.0,-350.0,250.0,160.389,13.054,-44.22
-200.0,-350.0,350.0,-179.704,0.64,-45.306
-200.0,-350.0,350.0,-162.413,-6.014,-44.484
-200.0,-350.0,350.0,160.389,13.054,-44.22
-200.0,-350.0,450.0,-179.704,0.64,-45.306
-200.0,-350.0,450.0,-162.413,-6.014,-44.484
-200.0,-350.0,450.0,160.389,13.054,-44.22
-200.0,-450.0,450.0,-179.704,0.64,-45.306
-200.0,-450.0,450.0,-162.413,-6.014,-44.484
-200.0,-450.0,450.0,160.389,13.054,-44.22
-200.0,-450.0,350.0,-179.704,0.64,-45.306
-200.0,-450.0,350.0,-162.413,-6.014,-44.484
-200.0,-450.0,350.0,160.389,13.054,-44.22
-200.0,-450.0,250.0,-179.704,0.64,-45.306
-200.0,-450.0,250.0,-162.413,-6.014,-44.484
-200.0,-450.0,250.0,160.389,13.054,-44.22
-200.0,-550.0,250.0,-179.704,0.64,-45.306
-200.0,-550.0,250.0,-162.413,-6.014,-44.484
-200.0,-550.0,250.0,160.389,13.054,-44.22
-200.0,-550.0,350.0,-179.704,0.64,-45.306
-200.0,-550.0,350.0,-162.413,-6.014,-44.484
-200.0,-550.0,350.0,160.389,13.054,-44.22
-200.0,-550.0,450.0,-179.704,0.64,-45.306
-200.0,-550.0,450.0,-162.413,-6.014,-44.484
-200.0,-550.0,450.0,160.389,13.054,-44.22
